GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
100057,EX,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
120026,AE,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700004,TR,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800001,KW,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
120018,UN,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110013,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
120026,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800056,CA,8,400 IU,FG,No,Top MCO,Platinum,Secure
150035,ES,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
110001,BE,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
100007,DE,1,4 KIU,FG,No,Top MCO,Gold,Secure
150015,MT,15,300 MG/2 ML,FG,No,Regular MCO,Platinum,Supply Growth
800081,CH,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160011,EX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800075,SK,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130015,ES,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
170019,ZA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150021,SP,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
120028,IE,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110025,IN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800065,AR,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
200026,JP,2,3000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
120028,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160042,AR,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
600002,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
800074,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
120029,IE,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110002,TR,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
120029,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150049,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
120031,IE,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170047,EG,17,5 MG/1 ML,FG,No,Major MCO,Auto Piloted,Secure
400025,NL,4,500 IU,FG,No,Top MCO,Auto Piloted,Secure
150159,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170097,SP,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
170019,JO,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110060,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150225,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800028,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160002,GR,16,100 MG/5 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
150215,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
120031,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
300005,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
800040,0,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150030,BR,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700018,CS,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
120032,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700012,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140068,NA,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
120033,NL,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170019,CH,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160069,BH,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
170082,US,17,35 MG,FG,No,Top MCO,Platinum,Secure
120034,SG,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150107,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
160034,CO,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
100004,NZ,1,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170039,BH,17,35 MG,FG,No,Regular MCO,Gold,Secure
700037,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140027,DK,14,"150 MG/1,14 ML",FG,Local,Top MCO,Platinum,Secure
140032,FR,14,"150 MG/1,14 ML",FG,Local,Top MCO,Platinum,Secure
400067,US,4,1.5 KIU,FG,No,Top MCO,Platinum,Secure
400002,AU,4,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
120040,CN,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700005,HR,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110012,GB,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160012,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110009,IL,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
150110,TW,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
100033,EX,1,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170040,CN,17,5 MG,FG,No,Top MCO,Auto Piloted,Secure
130002,FR,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
110031,DK,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
170093,AR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800081,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110001,SD,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110060,PE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140012,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110054,LB,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170024,UA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130002,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
700011,AU,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170036,EG,17,35 MG,FG,No,Major MCO,Auto Piloted,Secure
110009,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140025,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
600039,KG,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,SN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150056,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
400062,SG,4,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
600052,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
170002,US,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
130003,AE,13,20 MG/5 ML,FG,Global,Regular MCO,Platinum,Secure
130004,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
170007,CN,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110032,CS,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,IQ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150178,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
100046,DE,1,1 KIU,FG,No,Top MCO,Gold,Secure
150111,BH,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
800021,JO,8,400 IU,FG,No,Regular MCO,Gold,Secure
150191,KW,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800014,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
300007,SG,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
130004,NL,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
800021,BO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800044,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
100018,EX,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
700001,EG,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
110018,IL,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
150063,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130005,DE,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
800082,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
600051,SC,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
130005,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
150155,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
300007,IL,3,10 MG,FG,No,Major MCO,Auto Piloted,Secure
400071,EX,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
130005,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
160033,CO,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700021,SE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
160001,NA,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
300001,EX,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
110026,HR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170001,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
130006,DE,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
800076,CI,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150072,ES,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
900007,EG,9,6 MG/3 ML,FG,No,Major MCO,Auto Piloted,Secure
700013,SG,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700012,UA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
130006,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
600039,IQ,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800060,SI,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150036,MX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
130006,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
800031,CL,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130033,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
140033,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
130013,US,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
110061,IT,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400072,EX,4,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
200021,IE,2,4 KIU,FG,No,Top MCO,Auto Piloted,Supply Growth
110026,TR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800023,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130008,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
800027,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110014,OM,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130009,HU,13,20 MG/5 ML,FG,Global,Major MCO,Platinum,Secure
140051,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
130003,IN,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
300004,EX,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
100036,NL,1,3 KIU,FG,No,Top MCO,Auto Piloted,Secure
130009,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
300017,PA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
400063,NL,4,500 IU,FG,No,Top MCO,Auto Piloted,Secure
170105,US,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
170092,OM,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130011,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
900001,CN,9,6 MG/3 ML,FG,No,Top MCO,Auto Piloted,Secure
110003,PE,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110016,CE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800042,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130012,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
400045,NL,4,250 IU,FG,No,Top MCO,Auto Piloted,Secure
130012,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
130013,AE,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
120026,QA,12,100 MG/10 ML,FG,No,Regular MCO,Gold,Supply Growth
800046,IN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110032,TW,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140068,0,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
200002,M6,2,1000 IU,FG,No,Regular MCO,Auto Piloted,Supply Growth
160057,FR,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800026,OM,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
140036,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
800031,VN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130013,DE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
800027,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800036,GB,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110019,FR,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
100008,NL,1,2 KIU,FG,No,Top MCO,Auto Piloted,Secure
130013,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
700025,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
130013,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
110019,TW,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130015,NL,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
150023,EX,15,0 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170008,RU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
140024,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
170093,BM,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800060,SG,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
900007,ZA,9,6 MG/3 ML,FG,Local,Regular MCO,Auto Piloted,Secure
170074,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800035,GB,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600059,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
100009,EX,1,4 KIU,FG,No,Regular MCO,Auto Piloted,Secure
130016,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
700005,AT,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110050,NA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110009,GR,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
110014,TN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800001,PL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
130017,DE,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
160002,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
130017,NL,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
130018,NL,13,20 MG,FG,No,Top MCO,Auto Piloted,Secure
150131,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170064,PA,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
150113,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
160016,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150132,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170020,LT,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,IL,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
800039,DE,8,400 IU,FG,No,Top MCO,Gold,Secure
800044,BH,8,400 IU,FG,No,Regular MCO,Gold,Secure
800003,CA,8,400 IU,FG,No,Top MCO,Platinum,Secure
170097,LA,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
130020,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
120024,PT,12,100 MG/10 ML,FG,Global,Top MCO,Platinum,Supply Growth
110026,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130023,NL,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
120023,GB,12,100 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
600029,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
170065,US,17,5 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
150186,RU,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
130026,NL,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
130038,MX,13,4 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110054,HU,11,50 MG,FG,No,Major MCO,Gold,Secure
150098,QA,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
130046,MX,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800032,EG,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
700002,XZ,7,84 MG,FG,No,Regular MCO,Gold,Secure
100007,NZ,1,4 KIU,FG,No,Regular MCO,Auto Piloted,Secure
400014,NL,4,4 KIU,FG,No,Top MCO,Auto Piloted,Secure
800005,TW,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
140001,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
150213,SI,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
150058,MT,15,"200 MG/1,14 ML",FG,No,Regular MCO,Platinum,Supply Growth
110049,JP,11,50 MG/10 ML,FG,Global,Top MCO,Platinum,Secure
150105,DE,15,"200 MG/1,14 ML",FG,No,Top MCO,Gold,Supply Growth
300019,JP,3,10 MG,FG,Global,Top MCO,Platinum,Secure
150183,DE,15,"200 MG/1,14 ML",FG,No,Top MCO,Gold,Supply Growth
150113,NL,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
140002,DE,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
170039,AL,17,35 MG,FG,No,Regular MCO,Gold,Secure
300022,AU,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
500002,TW,5,"50 MG/0,5 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150030,BE,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
160024,CZ,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
170020,SK,17,35 MG,FG,Global,Regular MCO,Platinum,Secure
140029,CA,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
110064,IT,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
200026,CA,2,3000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
600013,PY,6,"2,9 MG/5 ML",FG,Global,Regular MCO,Platinum,Secure
120022,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
100057,US,1,1 KIU,FG,No,Top MCO,Platinum,Secure
140003,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
170041,LB,17,35 MG,FG,Global,Regular MCO,Platinum,Secure
150167,RO,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
140004,DE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800040,BA,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
800033,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800002,MA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
100012,UN,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
600022,AO,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800060,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170039,SA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
160063,FR,16,100 MG/5 ML,FG,No,Top MCO,Platinum,Supply Growth
140004,TH,14,"150 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
170048,NA,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,XZ,8,400 IU,FG,No,Regular MCO,Gold,Secure
120023,EG,12,100 MG/10 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
140006,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
150113,BE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
140043,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
300007,GR,3,10 MG,FG,No,Major MCO,Auto Piloted,Secure
140006,EE,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
600002,US,6,"2,9 MG/5 ML",FG,No,Top MCO,Platinum,Secure
600049,TN,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
170035,CN,17,5 MG,FG,No,Top MCO,Auto Piloted,Secure
150220,BH,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
160039,SA,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
160065,CA,16,100 MG/5 ML,FG,No,Top MCO,Platinum,Supply Growth
800040,VN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160053,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140045,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
130042,AU,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800040,JO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150111,LB,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
600013,DO,6,"2,9 MG/5 ML",FG,No,Regular MCO,Gold,Secure
150001,CA,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
800036,BG,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
110054,BY,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800044,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140056,DB,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170019,PE,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
140006,HU,14,"200 MG/1,14 ML",FG,No,Major MCO,Auto Piloted,Secure
150138,DK,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
140006,LT,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
100011,NA,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
140006,TH,14,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
100005,DE,1,2 KIU,FG,No,Top MCO,Gold,Secure
150023,KR,15,0 MG/2 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
150226,DE,15,"200 MG/1,14 ML",FG,No,Top MCO,Gold,Supply Growth
400069,NL,4,750 IU,FG,No,Top MCO,Auto Piloted,Secure
120019,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
700027,DE,7,84 MG,FG,No,Top MCO,Gold,Secure
300007,ES,3,10 MG,FG,No,Top MCO,Platinum,Secure
150169,FI,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
150061,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110016,DZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800077,SC,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700006,TR,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
140010,AR,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
160040,OM,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
150030,AT,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
700046,AU,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
400048,AU,4,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
140010,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
120048,AR,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110018,CS,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
600021,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150110,LB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700002,AL,7,84 MG,FG,No,Regular MCO,Gold,Secure
140011,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
130014,IE,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
110002,JP,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
110039,DE,11,50 MG,FG,No,Top MCO,Gold,Secure
150237,DE,15,300 MG/2 ML,FG,No,Top MCO,Gold,Supply Growth
100010,US,1,250 IU,FG,No,Top MCO,Platinum,Secure
170068,NL,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110021,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
120027,MY,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150032,SK,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
170019,SA,17,35 MG,FG,No,Regular MCO,Gold,Secure
700023,SI,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150011,CZ,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
140012,DE,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
170029,FI,17,5 MG,FG,Global,Top MCO,Platinum,Secure
150112,BE,15,300 MG/2 ML,FG,Global,Top MCO,Platinum,Supply Growth
150045,NO,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
170045,LY,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
300007,US,3,10 MG,FG,No,Top MCO,Auto Piloted,Secure
170025,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
120033,IT,12,100 MG/10 ML,FG,Global,Top MCO,Platinum,Supply Growth
140013,AE,14,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
140013,DE,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
170002,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
130019,NL,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
